City,Country,Temperature,Humidity,Cloudiness,Windspeed,Latitude,Longitude,Date
lavrentiya,RU,38.79,89,100,14.56,65.5833,-171.0,1658860408
aksaray,TR,71.01,32,0,8.39,38.3726,34.0254,1658860409
atar,MR,103.15,23,40,7.11,20.5169,-13.0499,1658860409
praia da vitoria,PT,78.76,94,40,4.74,38.7333,-27.0667,1658860409
taoudenni,ML,108.28,8,100,11.72,22.6783,-3.9836,1658860410
gizo,SB,81.28,76,100,6.31,-8.103,156.8419,1658860276
mehamn,NO,62.55,82,75,5.75,71.0357,27.8492,1658860410
sabang,ID,81.05,76,100,7.29,5.8933,95.3214,1658860411
millet,CA,75.16,66,9,5.84,53.1001,-113.4687,1658860411
winnemucca,US,93.25,9,0,3.44,40.973,-117.7357,1658860411
abilene,US,99.28,26,0,17.27,32.4487,-99.7331,1658860265
havre-saint-pierre,CA,64.76,72,0,21.85,50.2334,-63.5986,1658860412
mana,GF,82.42,77,61,7.85,5.6592,-53.7767,1658860412
terre haute,US,70.32,91,100,5.75,39.4667,-87.4139,1658860413
saint-augustin,CA,69.35,60,94,17.31,51.226,-58.6502,1658860413
ahipara,NZ,56.08,74,94,16.73,-35.1667,173.1667,1658860414
dafeng,CN,78.46,84,5,3.11,23.4517,108.5881,1658860414
broome,US,76.46,57,40,10.36,42.2506,-75.833,1658860414
kapuskasing,CA,75.29,60,75,10.36,49.4169,-82.4331,1658860415
vondrozo,MG,59.9,95,80,1.32,-22.8167,47.2833,1658860401
clemencia,CO,85.37,78,100,7.38,10.5665,-75.325,1658860416
luebo,CD,78.93,31,73,2.46,-5.35,21.4167,1658860416
meulaboh,ID,74.25,94,100,6.96,4.1363,96.1285,1658860416
axim,GH,75.88,86,100,9.95,4.8699,-2.2405,1658860417
priverno,IT,83.93,83,0,3.06,41.4691,13.1856,1658860417
pevek,RU,33.87,83,85,5.66,69.7008,170.3133,1658860417
kysyl-syr,RU,63.77,85,9,5.21,63.8986,122.7617,1658860418
morondava,MG,72.27,68,0,17.09,-20.2833,44.2833,1658860419
cuiluan,CN,66.4,92,25,2.55,47.72,128.648,1658860420
rovaniemi,FI,63.81,94,100,16.11,66.5,25.7167,1658860266
genhe,CN,63.21,99,100,3.02,50.7833,121.5167,1658860420
praia,CV,84.74,65,40,6.91,14.9215,-23.5087,1658860207
oeiras,BR,93.49,21,99,9.31,-7.0253,-42.1311,1658860291
cacu,BR,89.01,18,0,7.43,-18.5567,-51.1308,1658860421
mogadishu,SO,75.83,84,33,20.87,2.0371,45.3438,1658860421
sobolevo,RU,63.39,88,2,3.62,54.4299,31.8996,1658860422
vanavara,RU,58.01,98,100,9.44,60.34,102.2797,1658860422
malanje,AO,70.86,20,66,4.05,-9.5402,16.341,1658860423
andros town,BS,80.56,76,100,19.01,24.7,-77.7667,1658860423
reconquista,AR,81.77,49,93,8.81,-29.15,-59.65,1658860423
maldonado,UY,70.23,82,96,8.59,-34.6667,-54.9167,1658860320
boz,FR,76.17,50,4,6.13,46.4071,4.9109,1658860424
bathsheba,BB,86.61,80,40,20.71,13.2167,-59.5167,1658860424
skjervoy,NO,57.2,98,100,3.8,70.0311,20.9714,1658860425
bull savanna,JM,84.02,64,8,19.42,17.8868,-77.5902,1658860425
cap-aux-meules,CA,71.65,60,20,17.27,47.3821,-61.8597,1658860426
ossora,RU,58.01,80,100,0.74,59.2353,163.0719,1658860426
la paz,BO,62.58,31,20,8.05,-16.5,-68.15,1658860426
shingu,JP,77.61,94,100,2.77,33.7333,135.9833,1658860427
kabale,UG,63.86,58,100,3.02,-1.2486,29.9899,1658860427
luwuk,ID,76.21,93,100,4.7,-0.9516,122.7875,1658860427
dukstas,LT,64.42,84,100,5.06,55.5333,26.3333,1658860428
dodoma,TZ,67.78,57,92,12.01,-6.1722,35.7395,1658860428
alice springs,AU,33.35,80,0,0.0,-23.7,133.8833,1658860429
ust-katav,RU,59.92,91,100,2.73,54.9369,58.1656,1658860429
sistranda,NO,53.56,83,100,22.82,63.7256,8.834,1658860429
isangel,VU,71.71,88,94,6.91,-19.55,169.2667,1658860430
manaira,BR,81.46,38,100,12.33,-7.7061,-38.1544,1658860430
vila franca do campo,PT,75.61,81,52,6.04,37.7167,-25.4333,1658860430
ko samui,TH,83.98,72,99,7.34,9.5357,99.9357,1658860431
lorengau,PG,80.74,81,100,7.83,-2.0226,147.2712,1658860431
jumla,NP,62.01,98,99,1.92,29.2747,82.1838,1658860431
lagos,NG,75.27,93,85,6.62,6.5833,3.75,1658860290
alta floresta,BR,94.82,28,40,3.44,-9.8756,-56.0861,1658860432
faanui,PF,77.49,74,44,11.45,-16.4833,-151.75,1658860432
mendi,PG,54.88,98,100,1.32,-6.1761,143.6513,1658860433
arlit,NE,103.62,10,53,10.58,18.7369,7.3853,1658860433
garissa,KE,75.02,64,80,22.26,-0.4536,39.6401,1658860433
sambava,MG,69.76,82,17,11.3,-14.2667,50.1667,1658860434
zhangye,CN,69.12,43,2,9.17,38.9342,100.4517,1658860319
manicore,BR,94.95,38,0,5.75,-5.8092,-61.3003,1658860434
kruisfontein,ZA,57.51,55,11,6.73,-34.0033,24.7314,1658860434
karratha,AU,68.13,29,7,7.31,-20.7377,116.8463,1658860435
schattdorf,CH,74.41,92,98,1.63,46.8655,8.6547,1658860435
sao geraldo do araguaia,BR,97.61,22,59,5.39,-6.4006,-48.555,1658860435
narsaq,GL,57.42,80,60,5.61,60.9167,-46.05,1658860436
ponta delgada,PT,75.92,88,75,11.5,37.7333,-25.6667,1658860436
mount gambier,AU,48.11,93,75,6.91,-37.8333,140.7667,1658860437
raduzhnyy,RU,60.53,99,68,5.75,62.0961,77.475,1658860437
tuatapere,NZ,44.4,95,100,9.84,-46.1333,167.6833,1658860438
yulara,AU,43.12,58,0,8.63,-25.2406,130.9889,1658860438
vinukonda,IN,79.99,80,12,7.0,16.05,79.75,1658860438
krasnoturansk,RU,51.13,92,6,1.66,54.3186,91.5639,1658860439
hasaki,JP,77.4,91,100,16.37,35.7333,140.8333,1658860439
port lincoln,AU,51.1,81,100,10.98,-34.7333,135.8667,1658860440
broken hill,AU,42.31,85,3,6.44,-31.95,141.4333,1658860347
jalu,LY,92.08,18,6,10.42,29.0331,21.5482,1658860347
wasco,US,90.14,28,0,3.44,35.5941,-119.341,1658860440
luzhou,CN,82.0,87,8,1.77,28.8724,105.4405,1658860441
stanovoye,RU,69.39,70,7,5.19,52.7638,38.3582,1658860441
carndonagh,IE,58.62,79,55,5.26,55.25,-7.2667,1658860441
uribia,CO,94.28,38,13,20.02,11.7139,-72.266,1658860442
kishanganj,IN,80.62,80,76,4.79,26.1167,87.9333,1658860442
samalkot,IN,79.56,86,99,2.53,17.05,82.1833,1658860397
itaituba,BR,96.96,44,40,5.75,-4.2761,-55.9836,1658860443
nemuro,JP,62.85,96,100,4.09,43.3236,145.575,1658860443
kodyma,UA,69.58,38,35,4.23,48.0988,29.1246,1658860444
nyuksenitsa,RU,59.52,82,100,4.59,60.4128,44.2397,1658860444
esperance,AU,57.11,81,100,8.43,-33.8667,121.9,1658860445
sarangani,PH,81.84,74,100,3.02,5.4033,125.4636,1658860445
villa rica,US,89.82,66,100,6.6,33.7321,-84.9191,1658860445
quatre cocos,MU,69.1,81,5,11.88,-20.2078,57.7625,1658860446
muhos,FI,65.98,95,100,12.01,64.808,25.9931,1658860446
tabuk,PH,75.15,92,99,1.05,17.4189,121.4443,1658860446
twentynine palms,US,96.13,35,1,4.0,34.1356,-116.0542,1658860447
gamba,GA,70.86,86,56,7.02,-2.65,10.0,1658860447
bambous virieux,MU,69.22,94,40,9.22,-20.3428,57.7575,1658860448
gobabis,NA,64.42,26,75,9.64,-22.45,18.9667,1658860448
altamira,BR,93.92,36,99,4.47,-3.2033,-52.2064,1658860449
tandil,AR,59.68,94,100,5.59,-37.3217,-59.1332,1658860449
pindiga,NG,75.79,76,98,8.61,9.9833,10.9333,1658860449
cerkezkoy,TR,73.58,56,0,9.22,41.285,28.0003,1658860450
salinas,US,68.83,72,40,5.75,36.6777,-121.6555,1658860434
zabaykalsk,RU,59.4,89,0,12.57,49.6333,117.3167,1658860450
sal rei,CV,80.8,78,20,8.05,16.1833,-22.9167,1658860451
unecha,RU,63.16,87,4,4.47,52.8459,32.6739,1658860339
calvinia,ZA,51.84,73,0,5.48,-31.4707,19.776,1658860451
magadan,RU,54.48,92,100,2.24,59.5667,150.8,1658860452
kropotkin,RU,70.3,69,91,4.68,45.4375,40.5756,1658860452
lompoc,US,77.02,81,100,4.61,34.6391,-120.4579,1658860306
sterling,US,80.22,69,100,3.44,39.0062,-77.4286,1658860453
qasigiannguit,GL,48.45,98,100,3.65,68.8193,-51.1922,1658860453
victor harbor,AU,53.01,75,100,10.67,-35.5667,138.6167,1658860453
kahului,US,80.62,70,0,14.97,20.8947,-156.47,1658860454
corbelia,BR,81.75,49,0,2.1,-24.7989,-53.3067,1658860454
tumaco,CO,78.33,82,91,9.73,1.7986,-78.8156,1658860455
yenagoa,NG,75.65,89,87,5.19,4.9247,6.2642,1658860455
birao,CF,73.58,92,99,7.25,10.2849,22.7882,1658860455
sumenep,ID,77.25,82,96,4.99,-7.0167,113.8667,1658860456
swan river,CA,73.29,35,31,17.27,52.1058,-101.2676,1658860456
nowy targ,PL,62.35,98,100,2.24,49.4778,20.0323,1658860457
dyersburg,US,95.29,55,0,9.22,36.0345,-89.3856,1658860457
la ronge,CA,62.82,88,75,6.91,55.1001,-105.2842,1658860305
cervo,ES,67.96,75,100,10.69,43.6702,-7.4101,1658860458
nioki,CD,80.92,52,90,3.71,-2.7167,17.6833,1658860458
kannur,IN,78.01,85,100,10.13,11.8675,75.3576,1658860458
atherton,GB,63.36,68,97,1.01,53.5237,-2.4935,1658860459
souillac,MU,68.38,94,40,9.22,-20.5167,57.5167,1658860459
launceston,AU,41.14,97,100,0.0,-41.45,147.1667,1658860459
garowe,SO,82.63,35,100,18.75,8.4054,48.4845,1658860460
oranjemund,NA,55.02,86,69,2.55,-28.55,16.4333,1658860460
shubarshi,KZ,72.05,52,0,4.16,48.5872,57.1869,1658860461
dakar,SN,86.13,74,40,18.41,14.6937,-17.4441,1658860165
male,MV,84.15,79,75,17.27,4.1748,73.5089,1658860461
phangnga,TH,78.84,93,100,2.44,8.4509,98.5298,1658860462
kismayo,SO,75.52,80,8,19.15,-0.3582,42.5454,1658860462
kotelnich,RU,60.58,80,8,5.21,58.3089,48.348,1658860462
clement town,IN,76.68,76,100,3.98,30.2667,78.0667,1658860463
bubaque,GW,80.04,76,100,10.92,11.2833,-15.8333,1658860423
garcia hernandez,PH,80.55,83,24,5.37,9.6144,124.2946,1658860463
baruun-urt,MN,58.57,80,72,5.03,46.6806,113.2792,1658860464
dunedin,NZ,46.0,96,100,13.18,-45.8742,170.5036,1658860343
tabou,CI,75.72,79,100,9.26,4.423,-7.3528,1658860464
payo,ID,72.55,98,100,1.68,-3.7508,103.6372,1658860465
quesnel,CA,75.7,57,0,3.44,52.9999,-122.5029,1658860411
katherine,AU,62.92,63,9,9.22,-14.4667,132.2667,1658860416
kuppam,IN,72.66,82,98,5.39,12.75,78.3667,1658860465
severnoye,RU,64.06,93,96,5.88,56.3491,78.3619,1658860466
mont-dore,NC,58.98,81,0,5.59,-22.2833,166.5833,1658860466
podor,MR,98.55,44,75,2.3,16.6527,-14.9587,1658860466
nyurba,RU,66.67,88,5,5.26,63.2842,118.3319,1658860395
praya,CV,84.74,65,40,6.91,14.9215,-23.5087,1658860467
ankazoabo,MG,62.69,65,0,12.37,-22.2833,44.5167,1658860467
sao desiderio,BR,89.53,19,12,7.92,-12.3633,-44.9733,1658860270
agropoli,IT,83.08,84,0,2.75,40.3469,14.9966,1658860468
matagami,CA,67.68,58,56,12.93,49.7502,-77.6328,1658860468
usinsk,RU,52.03,68,43,9.24,65.9939,57.5281,1658860469
sakakah,SA,98.17,12,0,13.67,29.9697,40.2064,1658860469
matara,LK,77.25,91,91,3.31,5.9485,80.5353,1658860469
karatsu,JP,76.89,61,0,0.29,33.4425,129.9697,1658860470
dicabisagan,PH,78.48,88,98,4.09,17.0818,122.4157,1658860470
cienfuegos,CU,89.74,70,40,9.22,22.1461,-80.4356,1658860470
bullhead city,US,99.09,40,40,6.91,35.1478,-114.5683,1658860471
artvin,TR,59.63,94,26,2.39,41.1667,41.8333,1658860471
laguna,US,88.18,55,0,5.75,38.421,-121.4238,1658860472
san carlos de bariloche,AR,41.25,87,75,11.5,-41.1456,-71.3082,1658860472
port-cartier,CA,69.75,52,80,12.95,50.0334,-66.8654,1658860472
pachmarhi,IN,66.51,96,100,2.24,22.4667,78.4333,1658860473
lufilufi,WS,73.18,80,56,20.33,-13.8745,-171.5986,1658860473
trincomalee,LK,82.02,76,95,4.05,8.5711,81.2335,1658860474
tevriz,RU,63.39,97,100,3.62,57.509,72.4042,1658860474
iquique,CL,60.84,71,58,10.54,-20.2208,-70.1431,1658860335
taucha,DE,70.86,57,0,8.05,51.3833,12.4833,1658860475
los amates,GT,86.13,66,97,4.27,15.2667,-89.1,1658860475
presidente franco,PY,90.12,32,0,9.22,-25.5333,-54.6167,1658860475
plouzane,FR,68.18,59,0,8.05,48.3833,-4.6167,1658860476
kirakira,SB,78.49,84,98,4.74,-10.4544,161.9205,1658860476
kamaishi,JP,72.64,93,99,3.13,39.2667,141.8833,1658860477
port hardy,CA,60.98,88,20,4.61,50.6996,-127.4199,1658860321
kaura namoda,NG,80.83,73,100,13.73,12.5898,6.5779,1658860477
vezirkopru,TR,70.29,85,7,2.68,41.1436,35.4547,1658860477
le port,RE,69.76,75,34,6.69,-20.9373,55.2919,1658860478
puerto escondido,MX,88.63,62,40,8.05,15.85,-97.0667,1658860478
christchurch,NZ,47.91,97,100,16.11,-43.5333,172.6333,1658860358
viedma,AR,49.93,97,100,5.84,-40.8135,-62.9967,1658860227
athens,GR,89.26,38,0,4.0,37.9795,23.7162,1658860345
tessalit,ML,101.97,8,69,2.86,20.1986,1.0114,1658860479
sampit,ID,72.77,99,96,1.54,-2.5333,112.95,1658860479
coquimbo,CL,58.73,72,0,9.22,-29.9533,-71.3436,1658860480
sheltozero,RU,66.54,83,84,6.62,61.3667,35.3667,1658860480
catuday,PH,79.48,83,100,5.84,16.2923,119.8062,1658860480
khash,IR,73.02,80,100,7.92,28.2211,61.2158,1658860481
merrill,US,78.57,54,40,9.22,45.1805,-89.6835,1658860481
saint-leu,RE,68.83,77,72,4.97,-21.15,55.2833,1658860482
port augusta,AU,42.01,81,5,2.42,-32.5,137.7667,1658860260
spassk-dalniy,RU,66.9,93,68,3.15,44.5978,132.8211,1658860482
seydisehir,TR,66.61,43,0,3.69,37.4193,31.8453,1658860482
taihe,CN,81.77,83,77,3.11,30.8712,105.3845,1658860483
odesskoye,RU,72.03,61,100,5.14,54.2111,72.9651,1658860483
casper,US,78.73,41,20,12.66,42.8666,-106.3131,1658860484
wang saphung,TH,80.71,83,7,2.62,17.301,101.7685,1658860484
port-gentil,GA,76.96,78,100,11.5,-0.7193,8.7815,1658860485
bonavista,CA,68.32,81,100,17.56,48.6499,-53.1147,1658860485
port blair,IN,82.44,78,40,2.3,11.6667,92.75,1658860485
bardiyah,LY,80.22,68,0,16.8,31.7561,25.0865,1658860486
northam,GB,65.61,63,0,10.58,51.0333,-4.2167,1658860486
necochea,AR,57.31,90,100,6.98,-38.5473,-58.7368,1658860486
teya,RU,57.06,91,100,4.5,60.3778,92.6267,1658860487
cherskiy,RU,42.13,68,4,9.71,68.75,161.3,1658860487
cheney,US,88.99,37,0,6.91,47.4874,-117.5758,1658860488
tambopata,PE,87.69,58,75,4.61,-12.7333,-69.1833,1658860488
kang,BW,64.51,34,24,12.59,-23.6752,22.7876,1658860488
kambove,CD,61.92,45,6,4.85,-10.8764,26.5969,1658860489
thinadhoo,MV,81.41,75,80,15.03,0.5333,72.9333,1658860489
cape coast,GH,75.27,90,100,14.12,5.1053,-1.2466,1658860490
pueblo nuevo,MX,69.94,62,99,4.21,23.3833,-105.3833,1658860490
redmond,US,89.87,55,0,1.99,47.674,-122.1215,1658860308
urucara,BR,89.22,53,98,1.28,-2.5364,-57.76,1658860490
hirara,JP,84.96,76,5,10.87,24.8,125.2833,1658860491
sakaiminato,JP,78.78,94,75,10.36,35.55,133.2333,1658860491
fairbanks,US,55.09,61,75,17.27,64.8378,-147.7164,1658860452
talnakh,RU,54.21,77,5,3.27,69.4865,88.3972,1658860492
amalapuram,IN,78.49,88,38,0.63,16.5833,82.0167,1658860492
karaton,ID,73.31,92,80,0.69,-6.3424,106.1045,1658860493
lovozero,RU,59.81,93,100,6.13,68.005,35.0117,1658860493
bokoro,TD,88.16,53,74,12.03,12.3807,17.0568,1658860493
marawi,PH,68.9,92,100,3.22,7.9986,124.2928,1658860494
bilibino,RU,40.21,65,73,7.76,68.0546,166.4372,1658860494
rassvet,RU,69.13,87,2,4.47,46.8333,40.75,1658860495
boende,CD,73.06,93,100,3.02,-0.2167,20.8667,1658860495
sassandra,CI,74.97,84,45,8.7,4.95,-6.0833,1658860496
zhanakorgan,KZ,85.28,33,0,12.24,43.9098,67.2495,1658860496
asosa,ET,61.36,89,100,3.58,10.0667,34.5333,1658860496
sayat,TM,91.27,26,4,14.88,38.7839,63.8803,1658860497
kempsey,AU,48.94,59,0,1.99,-31.0833,152.8333,1658860497
salalah,OM,77.09,100,100,6.91,17.0151,54.0924,1658860449
guane,CU,90.55,50,20,9.66,22.2025,-84.0875,1658860498
namatanai,PG,78.49,80,82,6.17,-3.6667,152.4333,1658860498
umm kaddadah,SD,92.86,32,100,12.84,13.6017,26.6876,1658860499
peniche,PT,75.29,73,0,17.07,39.3558,-9.3811,1658860499
oyem,GA,68.43,96,91,2.77,1.5995,11.5793,1658860499
auki,SB,75.74,87,61,3.58,-8.7676,160.7034,1658860500
khandyga,RU,59.99,81,19,2.68,62.6667,135.6,1658860500
kavaratti,IN,80.82,78,100,16.6,10.5669,72.642,1658860277
laurel,US,81.0,71,100,1.99,39.0993,-76.8483,1658860345
middelkerke,BE,66.0,64,20,10.36,51.1558,2.8418,1658860500
lasa,IT,74.28,89,55,5.1,46.6166,10.7002,1658860501
tasiilaq,GL,37.81,92,100,1.79,65.6145,-37.6368,1658860501
uige,AO,72.27,26,55,4.63,-7.6087,15.0613,1658860502
kitgum,UG,68.79,82,79,5.73,3.2783,32.8867,1658860502
teguise,ES,86.22,45,0,19.57,29.0605,-13.564,1658860502
vrangel,RU,67.59,94,100,5.59,42.7297,133.0839,1658860503
gulariya,NP,79.07,84,100,5.35,28.2333,81.3333,1658860503
vurnary,RU,64.94,95,14,7.67,55.4904,46.9648,1658860504
hamadan,IR,81.48,26,0,4.61,34.7992,48.5146,1658860504
hachinohe,JP,69.08,97,100,2.51,40.5,141.5,1658860504
campbellsville,US,82.15,64,100,4.0,37.3434,-85.3419,1658860505
san patricio,US,96.17,42,47,17.2,28.017,-97.5169,1658860505
moram,IN,73.94,87,100,4.9,17.8,76.4667,1658860506
moa,CU,87.3,66,7,15.88,20.6569,-74.9403,1658860506
ulladulla,AU,46.9,72,13,10.25,-35.35,150.4667,1658860507
barguzin,RU,57.11,98,100,4.85,53.6167,109.6167,1658860507
barreirinhas,BR,86.05,52,75,8.34,-2.7469,-42.8264,1658860507
aksarayskiy,RU,78.01,45,97,3.29,46.7924,48.0119,1658860508
uyuni,BO,57.36,11,11,6.24,-20.4597,-66.825,1658860508
kutum,SD,87.91,24,78,6.06,14.2,24.6667,1658860509
monte azul,BR,85.41,20,0,9.55,-15.155,-42.8747,1658860509
sinazongwe,ZM,66.67,42,0,2.44,-17.2614,27.4618,1658860510
dukat,RU,54.21,49,100,4.41,62.55,155.55,1658860510
milazzo,IT,84.34,76,0,4.0,38.2212,15.2383,1658860510
coxim,BR,95.86,16,0,3.83,-18.5067,-54.76,1658860511
fushe-arrez,AL,76.89,51,0,2.26,42.0622,20.0167,1658860511
makat,KZ,83.39,33,75,4.56,47.6469,53.3463,1658860512
